clean_text,category,predicted
"intent matters this point nittygritty can follow
modis intent clear
documents show least controversial amendments environmental laws regulations weakening existing environmental norms safeguards were sought made pmos behest
",positive,neutral
modi addresses rally aalo arunachal pradesh watch live ,positive,neutral
diverts nations attention away from issues ground says ,neutral,neutral
bro can understand difference between choice compulsion all who love want wellbeing these lands dont strengthen namo there opposing considerations compulsions politics state craft not saint craft yet discuss with modi even fight with him but with,positive,neutral
finally after years office indias modi has learned that only scientific temperament that can take the country forward that abusing former pms will lead nowhere however this big price pay for the nation for pms education ,neutral,neutral
lok sabha elections 2019 and around modi’ rally voices support — and dissent hindustan times ु ,neutral,neutral
the ultimate response the question which key brain blocker bhakts what will india without modi ,neutral,neutral
choice modi shah not surprised when ideology cheap bound appreciated modi,positive,neutral
funny thing you have put stamp not that matters that modi ’ policies are working eradicate poverty the 2014 figure poorest poor was 11crore years crore have said bye bye dadi’ jumla “gareebe hatao “ and moved ,negative,neutral
never seen such waste political party india people corrupted 247 think oly bout modi modi people scared modiji screw happiness and never make money never let people make money waste people wat else can other den blaming modiji,positive,negative
will engage with this 23rd may guys are naive sitting rooms and predicting about rural heartland sentiments yogi jimodi jiamit are not advani ,negative,negative
"♥ narendra modi and proud you and your official works
salute the global leader and the best the world
♥♡♥♡♥♡♥♡♥♡♥♡",positive,positive
you not have burnols stock please get some would help heal your burns more achievements come for our nation under modis tenure,positive,positive
modi has overtakeninfact very cheap bad version lalu prasad yadavin terms being the most dramaebaaz nautanki joker the indian political theatre only fake lies from the stagemost pathetic all timescheap actor,negative,negative
hmm hope able give some fight modis election,positive,neutral
dont think too much about these issues modi will think about after the election you just think about new job business for will help get engaged after loosing misarebly the election remember one thing party can never come power,positive,neutral
truly have pappus level intellect how can 3000cr dumbo secondly nehru wud for patel allhe wud for edwina other ladies poor him left before doing thatwhat modi did was just completing his unfinished work with right mindset,negative,negative
modi and bjp rocks they are good for india ,positive,positive
because you are congress candidate replace modi ,neutral,neutral
seriously disappointed today with your old rhetoric vision india taught could manage best minds defeat modi never the less same old tactics graib garib rakho and election time paisa baitho have there solution from your grand old partu resolve,positive,negative
people want cheat government then what can modi that keep believing and keep taking india new low instead stopping them misuse you are laughing here twitter cant help you guys ,positive,negative
its modis kingdom,neutral,neutral
the modi govt which came power promising clean governance has been engulfed corruption charges from the very beginning ,positive,negative
congress and other opposition parties have questioned modi government the airstrike and surgical strike pakistan and suggesting peaceful talks peaceful discussion befitting replydo listen what people our country have say that ,positive,neutral
abhinandans leaked emotional vdo have taught him the meanings humanity peace our asset now cannot afford more pilots praising pakistan army and wont accept more refugees either from india ghanis afghanistan  ,positive,negative
wow these journos absolutely sense pride all modi hate above everything hope one from drdo sees her demoralizing tweet ,negative,negative
will vote for modi till get lakhs bank account,neutral,positive
strangely anyone who supports modi becomes bhakt’ even they’ not politically affiliated bjp conparty will paying heavy price for this brazen intolerance ,negative,negative
britishers created bcci 1928 they should credited for india winning world cups 1983 and 2011 one word thanks modi ,positive,neutral
this title reserved only for our prime moron narendra fekudas modi,negative,negative
obviously hamare pyaare modi ,neutral,neutral
does his party not alliance with congress when you put all rss and shivshena blame modi but there alliance doesn’ matter but think what owaisi speaks what the most bullshit sentence ever speaks any human,positive,neutral
modi remained silent failed foreign policy repeatedly denied india press conference lied boycotting pak national day event his goons harassed all who were attend and then sent secret love letter pak the sly shame choose ,negative,negative
legend narendra modi good you sir,positive,positive
thats why want well wish modi led bjp wins the upcoming general elections that too with twothird majority declare india hindu rashtra ,positive,positive
here more this ,positive,neutral
becoz all have been borrowed narender modi,neutral,neutral
modis pakistan rant remarks abhinandan disappoint tweeple this man not just disaster but curse,neutral,negative
india shot down satellite modi says shifting balance power asia confirmed successful test could destabilize the balance power between india and pakistan and escalate the rivalry with china with elections near modi played the announcement for maximum …,positive,neutral
modis development the rise widespread communal violence mob lynchings and the bizarre phenomenon known “cow vigilantism” ,positive,negative
now modi selling ’shirts,neutral,neutral
why shouldnt modi get credit for balakot airstrike asks rajnath singh ,neutral,neutral
chalo ekbar sach nikla muh narendra modi the most powerful india ever had,positive,positive
modi fair ,positive,neutral
thats not the right picture all faces should modis please change ,positive,negative
all the corrupted politicians you cant stop modi 2019 can never stop him ready ,positive,negative
but hope she will vote for modi ,neutral,positive
nehru had approved indira estimated rajiv okayed super sonia sanctioned now action for which modi taking credit will get free burnol under ,positive,neutral
"know the fact modi said this
",neutral,neutral
nirav modi case team leave for london friday pnb scam accused make second bail application march firstpost ,neutral,neutral
achievement the country adressing now anythng goes wrng any failure there then held responsible come whatever may but you wont ever wanna give credit the for the decisions taken him,negative,neutral
shows your frustration bring such petty news her flyover protest and rajya sabha attendance only when she sang song dedicated nationyour only problem she supports modi,neutral,negative
why one appreciating sushma swaraj though she did just work foreign secretary not minister nitin gadkari for their good work all credits modi and all disasters are years congress rule what leadership ,positive,neutral
"modi still very popular the difference 2014 and 2019 that 2014 opposition voters were not openly critical about modi they were their guilt trip now they very active and vocal against him thats create perception
silent voters still look him",positive,neutral
but modi himself politicising pulwama attackskhud promotion melage hai humne kiya humne kiyaso baaki log poochege,neutral,negative
india elections will begin april ’ crucial test for modi ,neutral,neutral
modi’ three foreign policy wins via thanks ,positive,positive
kattar hindu and modi bhakt chowkidar hindustan nothing see your tweeter for bharat,neutral,neutral
plz maintain the dignity,neutral,neutral
our modi brand global ,neutral,neutral
modi protects rich congress bats for the poor weaker sections rahul gandhi ,negative,neutral
when individual becomes demigod and destroys democratic institutions its monstrous threat the very idea democracy indira faced then and modi now united opposition,positive,negative
indian modi has announced that has shot down live satellite space was successful asat test,positive,neutral
patra lutera kitna kamaya you would need modi again doubt but not the nation and common man,negative,negative
lok sabha polls kalyan for modi again rajasthan ashok gehlot points governor duty the indian express ⚡mumbai singapore ,neutral,neutral
"sinha have asked same question from modi when had announced direct cash transfer small farmers
free lpg connections loan waiver corporate and farmers many freebies schemes why bjp media crying ",positive,neutral
"all pre prepared staged spine face the press
but only meet the chief anchor the channel well done ",neutral,positive
best argument when fails and falls say shot down  ,positive,negative
one the biggest reason decline you your desperation portray your image statesman its clear are desperate prove image statesman 2014 vote was for gujarat modi who was unapologetic hindu post 2014 became gandhi ambedkar fan,negative,negative
"what good news give you you the only jaichand who enjoy all from the bjp but follow only congress work for congress party with the corrupt politicians and runs government for self gain not the nation modi again and again jai hind
jai hindustan
and thereno jai hind",positive,positive
don’ innocent countryu guys killing own armythousands ppl killed occupied kashmirraped their womenmany people killed gujrat modimany killed from punjab sikh communitymany killed assam daily basis killing muslim reality champu chamar,positive,negative
that means electricity was switched off for all villages till modi switched what invented but came use after was switched ,neutral,neutral
bhaktshah jahan did not create taj mahal modi did not make our prime minister doesnt have the decency credit our scientists for their achievements,neutral,negative
modi government and indian hindus ,neutral,neutral
modi show off,neutral,neutral
now narendra modi the again none should have any doubt ,neutral,positive
agree with your word indians are sane enough draw line but you dont see mob lynchings intolerance crimes hatred and violence are alarming rise under the modi rule rss and bjp started show their true colour,positive,negative
tough questionsdetailed answers unbiased questionswell balanced realistic answersrelevant questionspractical answers have who knows whats best for usthe assurednone other than modi 2019lutyens dare not use the word pliable journo,positive,neutral
modi means man developing india ,neutral,positive
modi destroyed all the systems democracy misused them suit his political interests willfully appointed his criminal gangs gujarat all them dance his dirty tunes ,negative,negative
nextasat@ shld find way crack down left media lieutenant media from space them back space great modiwe safe palms,positive,neutral
dear hema man immortal everyone has leave this world someday and modi then how will india survive without modi will not most dangerous for india hema one thing get rid this make modi immortal first  ,negative,neutral
best answer can leaving his comfort zone hindi heartland and dares modi same,positive,neutral
back modi support you,neutral,positive
modiji sure ambani was kidnapped these terrorists then you would have released another masood any wanted terroristabhinandan was just airforce commander doesnt have money marketing for bjp such shameless statement from modiindia maad nahi karegi,positive,negative
cbi send team london for nirav modi hearing ,neutral,neutral
this meme you can see that all opposition corrupt are maha milavat all maha milavat have meet but they wont able stand front modi disbalancing ,neutral,negative
you support you are supporting and promise give people free money you the citizen paying for all their financial mismanagement vote for sanjay garg liberate india from ,positive,negative
the mullah and his accomplices have already been arrested pray tell what the fascist modi regime has done far ,positive,negative
when modi promised credit lakh you did not asked how will you nothing done,neutral,negative
most reckless comments arrival andhra every andhraite knows dat tried take away means gujarat bcoz transformed jagan shd answer why did dharna front kia,positive,negative
last week the trinamool congress had complained about railway tickets continuing carry achievements the ndaii government with regard the pradhan mantri awas yojana along with modi’ photograph ,negative,neutral
what kind example modi wants show cannot expect this type fake and wrong statement our ,negative,negative
modi jee best,positive,positive
thank god didnt say anything about india modi would have addressed the nation just over commen,neutral,neutral
there credit which modi has taken has shouldered responsibility taking such decision even agree the capabilities were there the problem was decision making capacity which lacked the then office bearers who were the helm affairs,neutral,neutral
"congress govt always try save psu but this modi govt which handpuppet some capitalists destroy not only bsnl but almost all psu just get the election expenses support from them
tell this good word capitalist modi govt",positive,negative
the way hotel asked taxi driver abki bar kiski sarkarstraight response was “sir modi ayega uska dimag computer bhi tej hai”,neutral,neutral
this news modi must ask them udhghatan ,neutral,neutral
giving due credit and spreading awareness politicising then think modi doing great,positive,positive
this will not but notebandi did ruin our country and mostly the poors that was the silliest dicision made any that was big corruption made shri modi,positive,negative
rsp big moron chamcha modi cannot compared with great stalwart leaders like rajeev gandhi etc not even with their footwear big zero talking like king doesnt suit him all when modi makes tea with drain gas claps shameless bafoon,neutral,negative
"lalit modi escaped from india 2010
but pic says 2015",neutral,neutral
modi arnab nobody knows strategy and vision 2014 and everybody voted now everyone knows vision and ’ sure ’ get more than what ’ got 2014 ,positive,neutral
let modi also unemployed ाेशबचा,neutral,neutral
"correction
support modi for good work has done
jaahil kaum kyaa karti hai uss par apanaa decision mat ",positive,positive
prime minister wednesday announced that india had demonstrated antisatellite missile capability shooting down live satellite describing rare achievement that puts the country exclusive club space super powers ,positive,neutral
modi firse line lgwana bss,neutral,neutral
modi didnt shoot down jem satellite jem doesnt have satellites was indian defunct satellite shot down demonstrate indian capabilities evidently you are clueless that you dont know anything and yet pontificate with your opinions the test was success,positive,neutral
years narendra modi has transformed corrupt system leading clean administration these are some the big changes fantastic piece ,positive,positive
theses bhakts now feel that nehru only gave bicycle scientists isro while great modi gave the more everything for their success when some1 opposes they burn ,positive,neutral
but modi did not promise prefer one community over the other failed the eyes liberals,negative,negative
hello your 631056 has been credited 720000000 29mar19 the balance 720000000i nfo upip2m908818334002260000025 call 18605005555 india you have not done this transaction bhai kab vote karna hai bas batao modi ,neutral,neutral
our super modi governments strict actions against fugitive economic offenders via namo app,positive,neutral
they did all over india they did dacoitybjp dacoity party modi should arrested for note bandi,neutral,negative
modi woh robot kutta hai jisko modi paal rakha hai tum log gandi naali kide hou like ppl scum earth dont care even own ass fucked modi fucks bharat mataalong with adani ambani that dont seeits like blind man cant see,negative,negative
this fact heard some specialist pakistan discussing that dont open aor space until modi removed post elections,neutral,neutral
"hearty welcome modi assam arunachal pradesh for elections campaign 2019i wish him great success
jai hind",positive,positive
down wid modi  ,negative,neutral
should thankful that indian currency still have gandhiji’ photo modi elected againyou will seeing his pic currency well honest ’ allergic his pic,positive,positive
first time history that jawan contesting election against the called fake nationalist modi said rally that doesnt care about jawans only congress cares about them and want their well being ,negative,negative
better than modi,positive,positive
"mbs supports modi too considers modi his elder brother mbs traitor muslim ummah
",neutral,negative
pls send that full video which modi promised you lakh ,positive,neutral
how beat ’ air ’ asat speech public broadcasters bound air wud had seek permission from the they had broadcast the address directly but they hadnt sought such permission,positive,neutral
probably former drdo chief lying right ,positive,negative
modi rocksthis time will ground islamic congress who says hindustan resources are only for muslims really showed the strength conduct all these activitieshats off sir 2019 election all yours,positive,positive
dept centgovt need ride house other rule ride election time name and party name will damage and the opp party will blame need ride now your duty why you are asking ,negative,negative
mind modi himself can’ win amritsar seat ,positive,negative
rohit ाा citizens tha modi nahi getting accounts opened hook crook not big deal but the real empowerment matters bas hoga dead gye accounts activate jaayenge with empowerment,neutral,neutral
you note this oberoi making movie the character the forefront not modi its tywin lannister the indian version one the most anticipated scene the one the toilet though,positive,neutral
former chief drdo saraswat explains significance clearance pms level modi showed willingness which was missing during upa ,negative,neutral
"what can better for india than modi becoming the forever
",positive,neutral
modi govt try india become super power,positive,positive
will glad you can get this question replied that how long will haunting indian economy which his team modi sarkar has messed around under ,positive,neutral
"okay lets leave modi for while
will congress accept either becoming they wont cos for they think they are the owners this country and dont understand why these morons still support congress",positive,neutral
ive take further and say that this unhealthy and dhonestly freakish obsession with being with youre with and you arent scary the values and hallmarks that once defined are eroding light speed ,negative,neutral
kashmir insurgency started during the end days khalistan movement isi knows that under the governance shri narendra modi these are the final days militancy kashmir these are desperate attempts revive khalistan mov,negative,neutral
congrats huge fan modi and was unhappy with bjp karnataka also from blore south and vote was for modi and will always vote for him but have hopes that vote for your based your work karnataka all the best,positive,positive
relying fake terrorist attack inside get support innocent indians ’ got nothing give his nation developments vision future except war mongering and sowing seeds hatred win the election ,positive,negative
"modi govt most peacefull era can bcoz say
where terrorist attacked civilians hindu muslim issue communial issue aur kitne ache din chahiye tell",positive,negative
hatred modi making moron day day ,negative,negative
one family modi trying defeat and one family enjoying efforts top bjp leaders anyone please explain their contribution nation other than gandhi name,positive,neutral
yes modi cant anything only wins elections your boss made many childish mistakes despite clear prompting during arnab interview 2014,positive,negative
infact the impotence modi economic front india has caused anxiety sanghis useless crap sanghis,negative,negative
made boo boo its chowkidar prime minister narendra modi,neutral,neutral
again congress doing something favour bjp modi supporter and dont want this movie get released ever vivek oberoi not bad actor but dsnt look good this character,positive,neutral
wonderful speech great modi sarkar,positive,positive
president trump should not now take revenge the forgers and traitors but modi would merely say that trusts the legal system function designed and run its proper course,negative,neutral
wants damage bjp just enough stop especially modi from forming government,positive,neutral
modi deserves lead country again and again for the right cause progress and betterment every life,positive,positive
was not modi then like 2611 2008 would have just faced each other and actions ground 2611 was way bigger massacre than pulwama but years back our politicians were busy routing their money thru tax haven and such paramount issues were neglected,negative,negative
chandrababu naidu dont worry leave prime minister modi ,neutral,neutral
bhai 1st let govtiaf acknowledge its su30mki loss and they stop hiding behind f16 myths bid even out embarassment faced feb27 shameful thing that armed forces such big country being used such manner this baboon modi for his election maneuvre,negative,negative
pretty sure this modis address will pointless itll some media gimic begging the young indians exercise their right vote leaders who are worthless thats all will ,positive,negative
how much freedom needed modihaters day and night these dynastic groups abuse but has anybody been punished for that one leader cong who cabinet minister can call kutta dog openly amounting insult all residents but has been punished,positive,negative
this should todays top trend ,positive,positive
wonderful contest there after can modi contesting from rai bareilly ,positive,positive
who will next like for rahul gandhi retweet for modi,neutral,neutral
already asked whatsapp university they say modi ,neutral,neutral
how did you get cheap lapdance for modi ,positive,neutral
"modi the name possibility
modi the name perfection
modi the name countrys pride and popularity",neutral,positive
13photoshopped image shows muslim woman holding placard supporting modi alt news busts the claim ,positive,neutral
once again modi sarkar for our development progress powerful nation for the farmers middle class business manand for our north east especiallyjai hind,positive,positive
unemployment has increased drastically under the modi government ,neutral,negative
bcos modi ,neutral,neutral
flattering but factually questionable biopic the indian leader set hit theaters next week — just days before voting begins general election which modi battling for second term ,negative,neutral
this indian election between pakistan supporter and modi supporter that the reason real indian wants modi should and pakistan and pakistanie supporter wants rahul should god please save india ,positive,neutral
ridiculous obviously all the panelist who are against modi will that that not natural they want for sake doing ,negative,negative
sir pls conduct more more modi rallys road show uttar pradesh and west bengal,positive,neutral
what you have say about swachch bharat mission any credit modi only nehru ibc nclat any knowledge these things unsecured loans given people under mudra linking rivers which planning stages that could solve karnataka water crisis,neutral,neutral
hahaone day pseudo liberal will support modi too save this tweet ,neutral,neutral
when modi comes backhe will for sure should take these luteyns scoundrels head they are more dangerous than pakistan,positive,negative
according you chokidaae jii watching web series make anyone safe and secure waah modi jii waah kya bhakat hai apka,positive,neutral
shallow scene star born 2018 lady gaga bradley cooper ,negative,neutral
pappu jaise chutiye aaj bhi india bethe modi hate itna karte that they won’ care about the nation they still for congress,negative,negative
hard take whining that progressive journalists were “uncritical” about trumprussia seriously when throws softballs tulsi gabbard her modibjp connections,negative,negative
modi govts affordable medicines scheme fails second audit less than year ,negative,negative
you have any other works than politics please oil your own machine already chosen modi 2014 and will remain same 2019 well don’ think you’ ever chosen people india ,positive,negative
narendra modi confirming that amit shah who incidentally happens the president his modis party the bjp was just bluffing when boasted that 250 terrorists were vaporized the balakot air strike awkward for amit shah say the least ,negative,neutral
"lol modi bhakts better than
spa goons bcz spa goons are
uneducated illiterate ",positive,negative
homi bhabha but why nehru credit has given for vision then give bjp because since indira all the other govts have tied the hands our defense research facilities vajpeyi had the vision the pokhran tests and modi had the vision for asat tests,negative,neutral
please name one institute excellence that modi created dont hide behind cow and hinduism,negative,neutral
congi money looted and kept overseas will brought back india for sure modi gets 400 seats ,positive,neutral
madam tired searching for that video narendra modi where per you said will give lakhs please provide the video link you have,negative,neutral
"nobody comparing modijust appreciating
flawed data biggest threat india",negative,negative
not modi fan but least people will know this because him,negative,neutral
"modi effect
tumult the judiciary
never before
never again
vote modi out ",neutral,negative
modi the satellite that sponsored rsscorporates shot down the election commission and its codes,negative,negative
yeah the future modi will revolting against yogi have support modi then ,neutral,neutral
the only way modis actions scs make any sense there some deal with kcrjagan normally dont like believing conspiracy theories but cant see any way which the scs fiasco helped bjp andhra probably set them back 1020 years ,positive,negative
modi the 17th prime minister india ,neutral,neutral
"yes modi takes moral responsibility for riots 2002 gujarat
for highest unemployment rate years
rise lynchings post 2014
deaths pointlessness demonetisation death small scale units post gst
intel failure protect crpf jawans
all his lies public ",negative,negative
you might getting older explained modi,positive,neutral
how jealous you are fee proud and does our the leaders will which brings the projects fruition kabhi modi,positive,neutral
2012 why not pidis gave ahead and conduct the test needs political will power and its not there with khandani chors stop crying  you cant stop modi come back ,negative,negative
exactly still waiting for lacs and have promised myself jab tak lac nahi mil jaaye tab tak modi vote dunga taaki phir banney aur apney iss vadey pura karey pls aap bhi help karo aur sabko bolo modi vote karey,positive,neutral
bigot and dumb who young but asking vote the name not for general issues like health education jobs water electricity social equality god save citizens  grow man ,negative,negative
his followers and some bjp mps already say they want away with democracy most them dont want india remain secular state have seen questioning modi his party replied with abuses and even violence threats rape will alter the constitution ,positive,negative
new york times says confirmed longer takes modi his words seems,positive,neutral
modi interview opposition doesnt even have basic knowledge procedure says prime minister narendra modi hitting out those who criticised indias asat success and test timing ⁦ ,positive,negative
markets surge with foreign inflows after increasing possibility modi back power ameya karve reports ,negative,positive
72000 rahul giving that much money everybody monthly then why shouting modi gave imaginary 30000cr ambani ,positive,neutral
how rahul beat modi the social media battle ,positive,neutral
there huge difference between man and modi,positive,neutral
modi our fight against terrorism not kashmiris ,neutral,neutral
condition because modi factor,neutral,neutral
look the irony our country all these people are corrupt from top bottom and they have the guts talk about modi somebody’ nephew corrupt somebody’ secretary has pens worth lakh have they ever seen the way modi’ family members live,negative,negative
poverty india will with congress exit says modi ,neutral,neutral
what she becomes karnataka imagine that modi made anandiben gujarat all want say trust modi just modi not anyone,neutral,neutral
when modi and rss started and the directors decided travel road space ,neutral,neutral
don’ understand why allows run his agenda the channel unnecessary air time anti modi brigade need change channel every time air,negative,negative
poem penned modi web series his life ,neutral,neutral
was the people varanasi who wanted modi contest from there constituencynow let tezpur decidebtw comparing bhanu with modi comparing pig with lionand between atanu bhuyan scum who has many cases registered against him for women molestation,positive,neutral
please the contact number which you are receiving the calls will get checked ,neutral,neutral
"now modi govt confessing itself that they dont have money
what master stroke ",neutral,negative
farooq abdullah well known anti national wonder why media gives him much attention modi once voted power back should immediately scrap article 370 and 35a ,positive,negative
narendra modi last years his rule has taken bjp new territories india where bjp was almost non existent west bengal one such state where bjp has replaced cpm and congress the major political opposition tmc ,positive,neutral
just had this accepted for look left shows indian premiere narendra snakecharming foreign investors the expense the lower castes ,negative,negative
might see solution acceptable all economic interests and converge possibly around however little chance that happening modi continues with his divisive politics,positive,neutral
actually its the perfect casting for movie modi matlab character mein ghus kar kaam karna shaayad isi kehte hain,positive,positive
rahul becomes you all abscond find asylum along with nirav modi and mallayya,neutral,neutral
pappu heres modis plan for you jail time for you and your family for national herald and augusta westland scam,negative,negative
but india not israel are guided ghosts gandhi nehru and their bhakts including modi,neutral,negative
how does the channel even compare modis 6000yr for farmers only versus nyay giving 6000month 5cr poor families logic just went for toss you add the ayushman bharat program social sector subsidies then per month spending benefits outweigh nyays claim ,negative,negative
best actor award goes modi,positive,positive
under modi and cbi visit all congress men daily extortion racket nothing new ’ was common practice gujrat,negative,negative
narendra modi kurnool andhra pradesh with your vote two important things will done april 2019 there sun son that day there will sunrise andhra pradesh sonset corruption for the sunrise andhra pradesh … ,positive,positive
write modi doing everything and anything for 2019 election only started campaign from may 2014 and will continue after 23rd may 2019 alsohe using taxpayers money nation development which more than enough for voters elect him upcoming yrs,positive,neutral
modi address the nation today between1145 noon ist,neutral,neutral
what happens when lynch our own countrymen attained this capability unabated modi era 20142019 what happens when does not visit even family soldiers killed pulwama terrorist attack leader loses his right lead the nation pain and anger,negative,negative
"congrats you your govt and your team scientists now india has deterrent that the world has acknowledge
congrats again modi ",neutral,positive
modis ashwin moment ,neutral,neutral
one modi can buy out 1000s them without even putting his signature beat that ,neutral,neutral
modi amit challenging whoes behalf our great forces who fighting cases courts paid much less salary then civilian counter parts suffering from status comparison due wrong policies first come out poverty correct internal policies self aprsisel,positive,neutral
your piddi mind want understand itjust chill keep hating modiit helps him getting even more stronger,positive,positive
while addressing election rally odishas koraput modi said pak still counting body and opposition ask for proof ,neutral,neutral
blame modi for everything except satellite surgical strike ,neutral,negative
are proud modi want you our again again for further development our country our country will reach its zenith only under your leadership ,positive,positive
modi’ surgical strike his fav thing ,neutral,neutral
both indians and pakistanis lack humility and refuse see the facts conventional small military escalations like balakot are extremely costly for pakistan and they will very painful economically modi from gujarat and understands street economicsbusiness really well,negative,negative
good you feed with such things too betweendnt waste much time campaign trail anyways its modi triumph ,positive,neutral
can tell where mrmodi asked mrmadhavan vote any particular party,positive,neutral
the constable who was dismissed 2017 after posted video online complaining about the food served the troops has said would take prime minister his constituency uttar pradesh ,neutral,negative
they dont know difference between asat and theatre set says modi lists govt achievements via namo app ,neutral,neutral
years narendra modi leadership conviction confidence and courage ,neutral,positive
thats incorrect most indian are poor because they get low wages for their work are you aware that half the workers india are selfemployed ,positive,negative
200 1900 gifts and memorabilia received modi auctioned and 117 crores added namami gange fund crore seoul peace award also namami gange has any leader has achieved much years its one and only modi india will develop and prosper only with modi,positive,neutral
for people who say modi govt promised lakhs each account bhai log kam kam hindi language meaning sikh lete ,neutral,neutral
their intentions were not right javed akhtar finding his name the poster the modi biopic mumbai mirror ,negative,negative
with 1000 likes per minute modi’ tweet suprise message goes viral ,neutral,neutral
very safe neutral statement but they will still come for you that modi the last ,positive,neutral
typical trait modi stealadopt rename claim own via ,positive,negative
hahahahaha what jokewho abused lord ram and hindus with nasty comments against begging for vote dude just sake mind wake upu will drown like paperboat,negative,negative
"what narendra modi did years described shankar mahadeven seconds 
nonstop india listen his wonderful song ",positive,positive
"asat missile project began two years ago had the concurrence from the says drdo chairman
",neutral,neutral
huge thanks the bunch scientists who are sitting somewhere india and doing these great thing all are extremely proud them  and must praise govt too theyre the one whove provided facilities take the process further ❤,positive,positive
observed that the congis and opposition coming media when ever modi govt does something like asat missile testing surgical strikes ops against pak and claiming that they too conducted these before dont you think they should come with list all they did proof,neutral,neutral
india only the 4th country acquire such specialised modern capability entire effort indigenous india stands tall space power will make india stronger even more secure and will further peace and harmony— narendra modi ,positive,positive
modi ≠ kalam never even try compare ,neutral,negative
indeed also thinking wiping parties other than bjp because founds modi only famous,positive,neutral
"have two options this elections choose from lotus lootus
nice lines seen banner bangalore want india modified
modi for vision rahul for division all others for televisions   ",positive,neutral
got the video the satellite shootout missile proud for modi  ,positive,positive
thats called modi,neutral,neutral
that means modi wave,neutral,positive
the economist behind the idea will modi elaborate which economist gave him the idea demonetization   ✌️ ❤️ ,positive,neutral
"among these three last tweets modis tweets bot chowkidaari opening ceremony tv9bharatvesh while gandhis tweets economy environment national security
clearly the priorities far better dan bjp ",positive,neutral
modi will not answer your questions bhakts open your eyes ,neutral,negative
series tweets kejriwal said insulting elders was not part hindu indian culture ,negative,neutral
one sided upside rally after modi sandesh just thought  ,neutral,neutral
agree with per logic modi way more successful,positive,positive
super nation super power best wishes modi ,positive,positive
rahul going lose amethithats for surewhen modi won from constituency won record margini dont see that happening amethismriti will win amethi because rahuls aidw also contesting against rahul ,positive,neutral
pappu sabko apne jaisa samajh rakha hai kya you are nautanki number what modi doing that you can not dream doing moreover you donot know what this space satellite all about ,neutral,negative
which world are you sir auto rickshaw hyderabad never run meter their way highway,neutral,neutral
minister for space modi dear fiberals give one reason why would not take credit for ,neutral,neutral
this end have many more likenirav modi vijay mallya,positive,neutral
modi will come back again 2019 and you guys can keep coming with crap analysis this time bjp alone will cross 280 and nda will reach 330,negative,neutral
what bullshit talking whether bhakts are having sense not modi the parameter nationalism this election maximum indians are going vote modi means indians are anti national,neutral,negative
gadkari says india doesnt needs import urea the human urine used for extracting urea this will further lead rupee falling when modi mutra will used potion for bhakts,neutral,negative
undergo weekly two hours torture kamma friend about how naidu losing the election end world and modi useless illiterate bugger,negative,negative
with each trailer coming our expectation soaring high come april modi streaming only eros now,positive,positive
bhakts were all gaga when modi announced the jumla lakhs account each indian but with announcement minimum income guarantee congress every bhakt has suddenly become expert economics and public policy ,neutral,neutral
"wait and see its not over yet more come 
modi here for least more years and manmohan innocent trees bring real smile face media yet why",positive,neutral
lol are you kidding now the father modi chowkidar ,positive,negative
this razacker has nothing better the leader small extremist communal party mainstream muslims not prescribe his ideology modi cares two hoots for him his party media makes look like important personality,positive,negative
long crypto short modi,negative,neutral
ं thisamount just the equal that money which modi govt waived off their capitalist friends rahuls view clear money should divide equally coz both are important for india,positive,neutral
how modi and his government will caught him modi itself big terrorist how many muslims had killed gujarat massacre,positive,negative
narendra modi kurnool andhra pradesh with your vote two important things will done april 2019 there sun son that day there will sunrise andhra pradesh sonset corruption for the sunrise andhra pradesh there should sonset ,positive,positive
who cares whether namo uses 250 pairs dress 250 thousand pairs however each one will consider grave offence single criminal incapable creating good for the people they represent chosen given ticket behalf narendra modi,positive,negative
narendra modi tries cash while attacking ajit singh and neglecting sugarcane farmers rld hit out for keeping mum mounting sugarcane dues abdul alim jafri ,negative,negative
when say modi will return power with higher mandate friends say its overconfidence what proof source all things see this from enemies mouth  ,positive,neutral
yes unemployment the only issue elections both modirahul out reckoning both directly responsible for unemployment201218 all reports say expect bjp seats congress 2019 ,positive,negative
what disgusting have hope the armed forces have taken note that dismissive theek hai woh pakda gaya one col had recently tweeted that whenever modi finds himself falling needs the dead bodies soldiers climb true,negative,negative
pakistan the outcome the vote could potentially signal the indian public’ interest bilateral engagement and the possibility resuming comprehensive dialogue,neutral,neutral
read and understand,neutral,neutral
the bjp government had all the data what data was consulted give reservation this was announced modi you would have all been head over heels,neutral,neutral
rjd should vacate that seat for you may not term him leader party line but hes mascot fight against modishah his voice should get place parliament wish support his candidature and give boost fearless voice,neutral,neutral
least you are accepting facts modis tsunami running the country,negative,negative
"chowkidar much scared losing says people have made there mind vote for modi highest seats chest thumping usual
warren eyster says
like all vain men narcissitic arrogant had moments unreasonable confidence ",negative,negative
playing double standard politics dangerous game encouraged formed mahagadbhandhan hurry emit venom against congress leaders private confirm that dominates ,negative,negative
empty chairs greet modi meerut rally ,negative,neutral
assures that tmc will lose read ,neutral,negative
really wonder why this guy not jail for falsificationthat grouse against modi govtlike previous cricket teams india comprising sunny and the dudes modi govt has killer instinct,positive,negative
congratulations everyone congratulations thanks modi for giving isro drdo without you india had been nowhere ,positive,positive
second best fiction writer after modi,positive,positive
best phrase modi the interview,positive,positive
